pair	K562_ATAC_only.ABC.Score	pred_gm12878_multimodal.ABC.Score	pred_k562_multimodal.ABC.Score	chrom	chromStart	chromEnd	measuredGeneSymbol	Regulated	EffectSize	startTSS	pred_elements	y	dist	absdist	pct_pred_k562_multimodal.ABC.Score	pct_pred_gm12878_multimodal.ABC.Score	pct_K562_ATAC_only.ABC.Score	dpct	ekey
HDAC6|chrX:49138945-49139465:*|HDAC6	0.000404	0.000124	0.000265	chrX	49282484	49283004	HDAC6	False	-0.004752132	48801765	chrX:49282226-49283558	0	480979.0	480979.0	0.338184103654999	0.2565267839876233	0.38121253142525624	-0.08165731966737572	chrX:49282226-49283558|HDAC6
HDAC6|chrX:49148345-49148845:*|HDAC6	0.00073	0.000297	0.000292	chrX	49291877	49292377	HDAC6	False	0.006517734	48801765	chrX:49291562-49293446	0	490362.0	490362.0	0.3533649197447302	0.37391220266872943	0.5189035002900793	0.02054728292399921	chrX:49291562-49293446|HDAC6
HDAC6|chrX:49437985-49438485:*|HDAC6	0.0	0.0	0.0	chrX	49673382	49673882	HDAC6	False	0.005606045	48801765		0	871867.0	871867.0	0.07488880293947012	0.07653258557339006	0.06488106749178109	0.0016437826339199407	nan|HDAC6
HDAC6|chrX:49518745-49519265:*|HDAC6	6.2e-05	1.4000000000000001e-05	1.4999999999999999e-05	chrX	49754142	49754662	HDAC6	False	0.085964865	48801765	chrX:49754192-49754932	0	952637.0	952637.0	0.15364532972345774	0.15901179655772577	0.14794043705279444	0.00536646683426803	chrX:49754192-49754932|HDAC6
HDAC6|chrX:49602945-49603445:*|HDAC6	3.1e-05	7.000000000000001e-06	1.3000000000000001e-05	chrX	49838342	49838842	HDAC6	False	0.048495755999999994	48801765	chrX:49838357-49838857	0	1036827.0	1036827.0	0.1523399729259331	0.15427383484819185	0.13213111583832915	0.0019338619222587505	chrX:49838357-49838857|HDAC6
HDAC6|chrX:49605225-49605785:*|HDAC6	9.300000000000001e-05	4.5e-05	4.9e-05	chrX	49840622	49841182	HDAC6	False	-0.010160889000000001	48801765	chrX:49840352-49841136	0	1039137.0	1039137.0	0.17733513827112743	0.1814445948559273	0.16766582865983368	0.004109456584799859	chrX:49840352-49841136|HDAC6
HDAC6|chrX:49621265-49621765:*|HDAC6	1.8e-05	1.4000000000000001e-05	1.7e-05	chrX	49856662	49857162	HDAC6	False	-0.106479202	48801765	chrX:49856766-49857266	0	1055147.0	1055147.0	0.15470895378070007	0.15901179655772577	0.1304873332044092	0.004302842777025695	chrX:49856766-49857266|HDAC6
HDAC6|chrX:49624005-49624505:*|HDAC6	0.0	0.0	0.0	chrX	49859402	49859902	HDAC6	False	0.027152626000000003	48801765		0	1057887.0	1057887.0	0.07488880293947012	0.07653258557339006	0.06488106749178109	0.0016437826339199407	nan|HDAC6
HDAC6|chrX:49625405-49626205:*|HDAC6	4.1e-05	3.2e-05	3.6e-05	chrX	49860802	49861602	HDAC6	False	-0.006034326	48801765	chrX:49860747-49861904	0	1059437.0	1059437.0	0.16713401663121252	0.1713401663121253	0.13624057242312898	0.004206149680912791	chrX:49860747-49861904|HDAC6
HDAC6|chrX:49626645-49627185:*|HDAC6	4.6e-05	2.5e-05	3.3e-05	chrX	49862042	49862582	HDAC6	False	0.021435162	48801765	chrX:49862034-49862930	0	1060547.0	1060547.0	0.16452330303616322	0.1666988976987043	0.13870624637400888	0.0021755946625410805	chrX:49862034-49862930|HDAC6
HDAC6|chrX:49633305-49633805:*|HDAC6	7.4e-05	4.5e-05	6.7e-05	chrX	49868702	49869202	HDAC6	False	-0.00395535	48801765	chrX:49868105-49869206	0	1067187.0	1067187.0	0.19246760781280217	0.1814445948559273	0.15538580545349062	-0.011023012956874884	chrX:49868105-49869206|HDAC6
HDAC6|chrX:49641285-49641805:*|HDAC6	0.0	0.0	0.0	chrX	49876682	49877202	HDAC6	False	-0.030910901	48801765		0	1075177.0	1075177.0	0.07488880293947012	0.07653258557339006	0.06488106749178109	0.0016437826339199407	nan|HDAC6
HDAC6|chrX:49648805-49649305:*|HDAC6	4.8e-05	1.6e-05	2.4e-05	chrX	49884201	49884701	HDAC6	False	-0.00375816	48801765	chrX:49884191-49884691	0	1082686.0	1082686.0	0.1584799845291046	0.16065557919164572	0.13981821697930769	0.0021755946625411082	chrX:49884191-49884691|HDAC6
HDAC6|chrX:49680105-49680685:*|HDAC6	5.9e-05	1.3000000000000001e-05	2.7000000000000002e-05	chrX	49915496	49916076	HDAC6	False	0.008185735999999999	48801765	chrX:49915307-49916314	0	1114021.0	1114021.0	0.1603654999033069	0.15818990524076582	0.14586153548636627	-0.0021755946625410805	chrX:49915307-49916314|HDAC6
HDAC6|chrX:49684045-49684585:*|HDAC6	0.0	0.0	0.0	chrX	49919435	49919975	HDAC6	False	0.056411675	48801765		0	1117940.0	1117940.0	0.07488880293947012	0.07653258557339006	0.06488106749178109	0.0016437826339199407	nan|HDAC6
HDAC6|chrX:49685645-49686165:*|HDAC6	8e-05	6.2e-05	9e-05	chrX	49921035	49921555	HDAC6	False	0.060540942	48801765	chrX:49921139-49922035	0	1119530.0	1119530.0	0.2127248114484626	0.1951750145039644	0.1591568362018952	-0.01754979694449818	chrX:49921139-49922035|HDAC6
HDAC6|chrX:49687965-49688465:*|HDAC6	0.0	0.0	0.0	chrX	49923356	49923856	HDAC6	False	0.063189492	48801765		0	1121841.0	1121841.0	0.07488880293947012	0.07653258557339006	0.06488106749178109	0.0016437826339199407	nan|HDAC6
HDAC6|chrX:49689325-49689985:*|HDAC6	0.0	0.0	0.0	chrX	49924715	49925375	HDAC6	False	-0.047210378	48801765		0	1123280.0	1123280.0	0.07488880293947012	0.07653258557339006	0.06488106749178109	0.0016437826339199407	nan|HDAC6
HDAC6|chrX:49690965-49691465:*|HDAC6	0.0	0.0	0.0	chrX	49926355	49926855	HDAC6	False	-0.028984158	48801765		0	1124840.0	1124840.0	0.07488880293947012	0.07653258557339006	0.06488106749178109	0.0016437826339199407	nan|HDAC6
HDAC6|chrX:49741265-49741785:*|HDAC6	0.0	0.0	0.0	chrX	49976654	49977174	HDAC6	False	-0.154834113	48801765		0	1175149.0	1175149.0	0.07488880293947012	0.07653258557339006	0.06488106749178109	0.0016437826339199407	nan|HDAC6
HDAC6|chrX:49810765-49811265:*|HDAC6	0.0	0.0	0.0	chrX	50046156	50046656	HDAC6	False	-0.04839912	48801765		0	1244641.0	1244641.0	0.07488880293947012	0.07653258557339006	0.06488106749178109	0.0016437826339199407	nan|HDAC6
HDAC6|chrX:49836225-49836765:*|HDAC6	0.0	0.0	0.0	chrX	50071570	50072110	HDAC6	False	-0.012440566	48801765		0	1270075.0	1270075.0	0.07488880293947012	0.07653258557339006	0.06488106749178109	0.0016437826339199407	nan|HDAC6
HDAC6|chrX:49900825-49901845:*|HDAC6	7.4e-05	6.3e-05	5.9999999999999995e-05	chrX	50136174	50137194	HDAC6	False	-0.032735456	48801765	chrX:50135979-50137429	0	1334919.0	1334919.0	0.18642428930574356	0.19609359891703732	0.15538580545349062	0.009669309611293753	chrX:50135979-50137429|HDAC6
HDAC6|chrX:49941745-49942265:*|HDAC6	0.0	0.0	0.0	chrX	50177101	50177621	HDAC6	False	-0.028941339	48801765		0	1375596.0	1375596.0	0.07488880293947012	0.07653258557339006	0.06488106749178109	0.0016437826339199407	nan|HDAC6
HDAC6|chrX:49945145-49945645:*|HDAC6	7e-05	3.7e-05	5.4000000000000005e-05	chrX	50180501	50181003	HDAC6	False	-0.044507316	48801765	chrX:50180193-50181397	0	1378987.0	1378987.0	0.18134790175981436	0.17404757300328758	0.15330690388706247	-0.0073003287565267805	chrX:50180193-50181397|HDAC6
HDAC6|chrX:49948505-49949145:*|HDAC6	6.9e-05	4.3e-05	4.8e-05	chrX	50183863	50184503	HDAC6	False	-0.026302793999999997	48801765	chrX:50183338-50184960	0	1382418.0	1382418.0	0.17656159350222395	0.17946238638561207	0.15287178495455425	0.002900792883388126	chrX:50183338-50184960|HDAC6
HDAC6|chrX:49962985-49963545:*|HDAC6	6.7e-05	1.8e-05	4.5e-05	chrX	50198334	50198894	HDAC6	False	0.011070692	48801765	chrX:50198250-50198750	0	1396849.0	1396849.0	0.17351576097466642	0.16215432218139625	0.15132469541674726	-0.011361438793270173	chrX:50198250-50198750|HDAC6
HDAC6|chrX:49969065-49969605:*|HDAC6	7.2e-05	2.6000000000000002e-05	3.6e-05	chrX	50204414	50204954	HDAC6	False	-0.076742465	48801765	chrX:50204223-50204990	0	1402919.0	1402919.0	0.16713401663121252	0.16771417520789017	0.15408044865596596	0.0005801585766776474	chrX:50204223-50204990|HDAC6
HDAC6|chrX:50191545-50192045:*|HDAC6	2.3e-05	6e-06	1.3000000000000001e-05	chrX	50448547	50449047	HDAC6	False	-0.049772072	48801765	chrX:50448544-50449044	0	1647032.0	1647032.0	0.1523399729259331	0.1537420228195707	0.13097079868497388	0.001402049893637597	chrX:50448544-50449044|HDAC6
HDAC6|chrX:50322885-50323405:*|HDAC6	2.6000000000000002e-05	6e-06	7.000000000000001e-06	chrX	50579885	50580405	HDAC6	False	-0.00294396	48801765	chrX:50579889-50580389	0	1778380.0	1778380.0	0.1498742989750532	0.1537420228195707	0.13145426416553857	0.003867723844517501	chrX:50579889-50580389|HDAC6
HDAC6|chrX:50434665-50435165:*|HDAC6	3.4e-05	7.000000000000001e-06	8e-06	chrX	50691665	50692165	HDAC6	False	-0.061926327	48801765	chrX:50691436-50692193	0	1890150.0	1890150.0	0.15021272481144846	0.15427383484819185	0.1329530071552891	0.004061110036743393	chrX:50691436-50692193|HDAC6
HDDC2|chr6:125628090-125628962:.|HDDC2	0.149586	0.155773	0.219113	chr6	125306944	125307816	HDDC2	True	-0.25895358104854105	125301886	chr6:125306960-125307828	1	5494.0	5494.0	0.9981628311738542	0.9961322761554825	0.9977760587894025	-0.0020305550183716825	chr6:125306960-125307828|HDDC2
HDDC2|chr6:126090503-126091403:.|HDDC2	0.000481	0.000231	0.000324	chr6	125769357	125770257	HDDC2	False	-0.0428488766330736	125301886	chr6:125768928-125770489	0	467921.0	467921.0	0.3701895184683814	0.335911815896345	0.4196480371301489	-0.034277702572036384	chr6:125768928-125770489|HDDC2
HDDC2|chr6:126264905-126265405:.|HDDC2	0.000679	0.000773	0.000688	chr6	125943759	125944259	HDDC2	False	0.0443632134968128	125301886	chr6:125942671-125944303	0	642123.0	642123.0	0.5064784374395668	0.5505221427190099	0.5006285051247341	0.044043705279443124	chr6:125942671-125944303|HDDC2
HDDC2|chr6:126375399-126375899:.|HDDC2	0.000788	0.001018	0.000867	chr6	126054253	126054753	HDDC2	False	-0.0121011791242986	125301886	chr6:126053822-126055281	0	752617.0	752617.0	0.5497485979501063	0.6031231870044479	0.5369367627151421	0.05337458905434156	chr6:126053822-126055281|HDDC2
HDDC2|chr6:126433248-126433884:.|HDDC2	0.0010539999999999998	0.000762	0.000983	chr6	126112102	126112738	HDDC2	False	-0.0215949820666248	125301886	chr6:126110426-126112965	0	810534.0	810534.0	0.5763391993811642	0.5474763101914524	0.605105395474763	-0.028862889189711805	chr6:126110426-126112965|HDDC2
HDDC2|chr6:126444312-126444812:.|HDDC2	0.00042199999999999996	0.000226	0.00024300000000000002	chr6	126123166	126123666	HDDC2	False	-0.0182406320260307	125301886	chr6:126123155-126123655	0	821530.0	821530.0	0.32488880293947014	0.3327209437246181	0.39078514794043706	0.007832140785147934	chr6:126123155-126123655|HDDC2
HDDC3|chr15:91377801-91378301:.|HDDC3	0.0010810000000000001	0.001199	0.001083	chr15	90834571	90835071	HDDC3	False	-0.00548432267928289	90932319	chr15:90833987-90835130	0	-97498.0	97498.0	0.5948559272867917	0.6360955327789596	0.6110036743376522	0.041239605492167875	chr15:90833987-90835130|HDDC3
HDGF|chr1:156368167-156368667:.|HDGF	0.000131	5.7999999999999994e-05	8.6e-05	chr1	156398375	156398875	HDGF	False	-0.0499210519098863	156752198	chr1:156398055-156398821	0	-353573.0	353573.0	0.20909882034422742	0.19135563720750337	0.19773738155095727	-0.017743183136724044	chr1:156398055-156398821|HDGF
HDGF|chr1:156474787-156475498:.|HDGF	0.000956	0.0008640000000000001	0.001027	chr1	156504995	156505706	HDGF	False	-0.0470738167734509	156752198	chr1:156504855-156505709	0	-246847.5	246847.5	0.5840746470701992	0.5733900599497196	0.5812222007348675	-0.010684587120479594	chr1:156504855-156505709|HDGF
HDGF|chr1:156572454-156572954:.|HDGF	0.0	0.0	0.0	chr1	156602662	156603162	HDGF	False	-0.0509579275186133	156752198		0	-149286.0	149286.0	0.07488880293947012	0.07653258557339006	0.06488106749178109	0.0016437826339199407	nan|HDGF
HDGF|chr1:156632991-156633491:.|HDGF	0.0	0.0	0.0	chr1	156663199	156663699	HDGF	False	-0.0512746815399667	156752198		0	-88749.0	88749.0	0.07488880293947012	0.07653258557339006	0.06488106749178109	0.0016437826339199407	nan|HDGF
HDGF|chr1:156663863-156664363:.|HDGF	0.014549000000000001	0.017145	0.018059	chr1	156694071	156694571	HDGF	False	0.00237778791153053	156752198	chr1:156692946-156694554	0	-57877.0	57877.0	0.9415973699477858	0.9434345387739316	0.9434345387739316	0.0018371688261458186	chr1:156692946-156694554|HDGF
HDGF|chr1:157163355-157163855:.|HDGF	0.000135	3.8e-05	4e-05	chr1	157193565	157194065	HDGF	False	0.0019637680621718	156752198	chr1:157193596-157194298	0	441617.0	441617.0	0.17008315606265711	0.17486946432024753	0.2001547089537807	0.00478630825759041	chr1:157193596-157194298|HDGF
HDGF|chr1:157231690-157232618:.|HDGF	0.000256	0.000148	0.000303	chr1	157261900	157262828	HDGF	False	-0.0369992357834345	156752198	chr1:157262385-157263375	0	510166.0	510166.0	0.35911815896345	0.2748984722490814	0.2923999226455231	-0.08421968671436858	chr1:157262385-157263375|HDGF
HDGF|chr1:157281453-157282555:.|HDGF	0.00065	0.00042199999999999996	0.000488	chr1	157311663	157312765	HDGF	False	-0.014728553709688999	156752198	chr1:157310824-157312998	0	560016.0	560016.0	0.43816476503577645	0.43163798104815315	0.49062076967704504	-0.006526783987623297	chr1:157310824-157312998|HDGF
HEBP2|chr6:138224562-138225062:.|HEBP2	0.002919	0.004546	0.006789	chr6	137903425	137903925	HEBP2	False	0.00914274387733793	138403948	chr6:137903498-137905754	0	-500273.0	500273.0	0.8733320440920518	0.8398762328369754	0.7962192999419841	-0.03345581125507635	chr6:137903498-137905754|HEBP2
HECTD1|chr14:32406923-32407423:.|HECTD1	0.000246	0.0001	0.000334	chr14	31937717	31938217	HECTD1	False	0.0185032106274177	31207273	chr14:31937689-31938189	0	730694.0	730694.0	0.3744440146973506	0.23457745116998646	0.2856314059176175	-0.13986656352736415	chr14:31937689-31938189|HECTD1
HELZ|chr17:66015769-66017161:.|HELZ	0.001902	0.003363	0.003992	chr17	68019653	68021045	HELZ	False	-0.0153701697606684	67244953	chr17:68019269-68021001	0	775396.0	775396.0	0.815799651904854	0.8027460839296074	0.7236511313092245	-0.013053567975246594	chr17:68019269-68021001|HELZ
HEMGN|chr9:100723051-100723551:.|HEMGN	0.049142	0.042007	0.041280000000000004	chr9	97960769	97961269	HEMGN	True	-0.22320622631327	97944665	chr9:97959814-97961243	1	16354.0	16354.0	0.9697350609166505	0.9720556952233611	0.9801779152968478	0.0023206343067105895	chr9:97959814-97961243|HEMGN
HEMGN|chr9:100807332-100808080:.|HEMGN	0.0075650000000000005	0.011762	0.006338	chr9	98045050	98045798	HEMGN	False	0.0444321708946149	97944665	chr9:98045316-98047375	0	100759.0	100759.0	0.8670953393927674	0.9227422162057629	0.902533359118159	0.055646876812995516	chr9:98045316-98047375|HEMGN
HEMGN|chr9:101693780-101694747:.|HEMGN	0.000644	0.000663	0.000535	chr9	98931498	98932465	HEMGN	False	0.0249506175490823	97944665	chr9:98930368-98932753	0	987316.5	987316.5	0.45871204795977566	0.5223361052020886	0.4877199767936569	0.06362405724231296	chr9:98930368-98932753|HEMGN
HES6|chr2:238872309-238873236:.|HES6	0.001038	0.003015	0.004733	chr2	237963667	237964594	HES6	False	-0.0170075075645937	238239874	chr2:237964040-237964670	0	-275743.5	275743.5	0.8364919744730226	0.7866950299748598	0.601382711274415	-0.04979694449816274	chr2:237964040-237964670|HES6
HES6|chr2:239330794-239331417:.|HES6	0.009797	0.020305	0.020585	chr2	238422153	238422776	HES6	False	-0.00271601988057013	238239874	chr2:238420363-238422690	0	182590.5	182590.5	0.9484625797718043	0.9513633726551924	0.9184877199767937	0.0029007928833881813	chr2:238420363-238422690|HES6
HEXB|chr5:73887660-73888298:.|HEXB	0.003136	0.0048	0.006144	chr5	74591835	74592473	HEXB	False	-0.0479681459616543	74684893	chr5:74591947-74592447	0	-92739.0	92739.0	0.8641461999613228	0.8452426996712434	0.8071939663508025	-0.018903500290079367	chr5:74591947-74592447|HEXB
HHEX|chr10:94515732-94516798:.|HHEX	0.015627000000000002	0.030101	0.029399	chr10	92755975	92757041	HHEX	True	-0.153217768746905	92689673	chr10:92756272-92757567	1	66835.0	66835.0	0.9598240185650745	0.9633049700251402	0.9463836782053762	0.003480951460065662	chr10:92756272-92757567|HHEX
HHEX|chr10:94516836-94517336:.|HHEX	0.015627000000000002	0.030101	0.029399	chr10	92757079	92757579	HHEX	True	-0.16452145920309197	92689673	chr10:92756272-92757567	1	67656.0	67656.0	0.9598240185650745	0.9633049700251402	0.9463836782053762	0.003480951460065662	chr10:92756272-92757567|HHEX
HHEX|chr10:94588805-94591291:.|HHEX	0.0071920000000000005	0.010734	0.012140999999999999	chr10	92829048	92831534	HHEX	False	-0.034419962627974	92689673	chr10:92829013-92830891,chr10:92831019-92831733	0	140618.0	140618.0	0.9192612647456971	0.9159736994778572	0.8992457938503191	-0.003287565267839909	chr10:92829013-92830891,chr10:92831019-92831733|HHEX
HIGD1A|chr3:43812099-43812599:.|HIGD1A	0.002003	0.0030239999999999998	0.002957	chr3	43770607	43771107	HIGD1A	False	-0.0454499347522493	42804285	chr3:43769472-43771120	0	966572.0	966572.0	0.7713208276929028	0.7874202281957068	0.7330787081802359	0.016099400502804007	chr3:43769472-43771120|HIGD1A
HIGD1A|chr3:43814478-43815168:.|HIGD1A	0.000314	0.000484	0.000459	chr3	43772986	43773676	HIGD1A	False	-0.0344828096061952	42804285	chr3:43773177-43773677	0	969046.0	969046.0	0.426464900406111	0.4572616515180816	0.3311255076387546	0.03079675111197061	chr3:43773177-43773677|HIGD1A
HIGD2A|chr5:175644156-175644656:.|HIGD2A	0.005875	0.0065060000000000005	0.006606	chr5	176217153	176217653	HIGD2A	False	0.0450956235066362	176388275	chr5:176214982-176218442	0	-170872.0	170872.0	0.8713014890736801	0.8765229162637788	0.8817443434538774	0.00522142719009866	chr5:176214982-176218442|HIGD2A
HIKESHI|chr11:85854592-85855092:.|HIKESHI	0.004686	0.005441	0.006036	chr11	86143550	86144050	HIKESHI	False	-0.0255556867121168	86301976	chr11:86143301-86144077	0	-158176.0	158176.0	0.8633726551924192	0.8600850899245794	0.8587313865789983	-0.003287565267839798	chr11:86143301-86144077|HIKESHI
HIKESHI|chr11:85862268-85862768:.|HIKESHI	0.00951	0.011082	0.012164	chr11	86151226	86151726	HIKESHI	False	-0.026726483790241	86301976	chr11:86151253-86152116	0	-150500.0	150500.0	0.919454650937923	0.9193579578418101	0.916457164958422	-9.669309611293198e-05	chr11:86151253-86152116|HIKESHI
HIKESHI|chr11:85873999-85874695:.|HIKESHI	0.009853	0.009370999999999999	0.010316	chr11	86162957	86163653	HIKESHI	False	0.000760574354486732	86301976	chr11:86161751-86164257	0	-138671.0	138671.0	0.9084316379810482	0.9049506865209824	0.9189711854573583	-0.003480951460065773	chr11:86161751-86164257|HIKESHI
HIKESHI|chr11:85885245-85886117:.|HIKESHI	0.011361	0.014469999999999998	0.010832	chr11	86174203	86175075	HIKESHI	False	-0.0410730224328022	86301976	chr11:86174273-86176079	0	-127337.0	127337.0	0.9118158963450009	0.9355540514407271	0.9299458518661767	0.023738155095726188	chr11:86174273-86176079|HIKESHI
HIKESHI|chr11:85886703-85888005:.|HIKESHI	0.011361	0.014469999999999998	0.015216999999999998	chr11	86175661	86176963	HIKESHI	False	-0.0265113910543803	86301976	chr11:86174273-86176079,chr11:86176113-86176986	0	-125664.0	125664.0	0.9314445948559272	0.9355540514407271	0.9299458518661767	0.0041094565847998865	chr11:86174273-86176079,chr11:86176113-86176986|HIKESHI
HIKESHI|chr11:85894014-85895197:.|HIKESHI	0.010236	0.011498999999999999	0.024635	chr11	86182972	86184155	HIKESHI	False	-0.009238019411927591	86301976	chr11:86182958-86184180	0	-118412.5	118412.5	0.9545542448269193	0.9218719783407465	0.9223554438213112	-0.032682266486172784	chr11:86182958-86184180|HIKESHI
HINT1|chr5:130233141-130233985:.|HINT1	0.0006349999999999999	0.000349	0.0007559999999999999	chr5	130897448	130898292	HINT1	False	0.0299581667669153	131165098	chr5:130897095-130898277	0	-267228.0	267228.0	0.5236414619996133	0.40069619029201314	0.4849158770063817	-0.12294527170760011	chr5:130897095-130898277|HINT1
HINT1|chr5:131433741-131434241:.|HINT1	0.000386	0.000304	0.000487	chr5	132098048	132098548	HINT1	False	-0.0188654238123038	131165098	chr5:132097734-132098555	0	933200.0	933200.0	0.4377296461032682	0.3771514213885129	0.37222007348675307	-0.060578224714755324	chr5:132097734-132098555|HINT1
HINT1|chr5:131438944-131439786:.|HINT1	0.00032900000000000003	0.000611	0.00061	chr5	132103251	132104093	HINT1	False	-0.0145464457496756	131165098	chr5:132103251-132104102	0	938574.0	938574.0	0.4838522529491394	0.5052697737381551	0.3408431637981048	0.021417520789015654	chr5:132103251-132104102|HINT1
HIPK3|chr11:33966283-33966783:.|HIPK3	0.001153	0.001113	0.0017829999999999999	chr11	33944736	33945236	HIPK3	False	0.0273204460454954	33257071	chr11:33944331-33945108	0	687915.0	687915.0	0.6884548443241153	0.6211081028814542	0.6236704699284471	-0.06734674144266106	chr11:33944331-33945108|HIPK3
HIST1H1C|chr6:26327422-26328649:.|HIST1H1C	0.002287	0.002281	0.0019809999999999997	chr6	26327194	26328421	HIST1H1C	False	-0.0233013968376765	26056221	chr6:26327395-26329963	0	271586.5	271586.5	0.7039257397021853	0.7432798298201508	0.7579771804293174	0.039354090117965534	chr6:26327395-26329963|HIST1H1C
HIST1H2AC|chr6:26331093-26331969:.|HIST1H2AC	0.001605	0.0017079999999999999	0.002211	chr6	26330865	26331741	HIST1H2AC	False	0.014201769280431	26123894	chr6:26330082-26331692	0	207409.0	207409.0	0.7251982208470316	0.6944498162831174	0.6929510732933668	-0.030748404563914145	chr6:26330082-26331692|HIST1H2AC
HIST1H2BC|chr6:26331093-26331969:.|HIST1H2BC	0.001605	0.001709	0.002211	chr6	26330865	26331741	HIST1H2BC	False	-0.013498325745846	26123654	chr6:26330082-26331692	0	207649.0	207649.0	0.7251982208470316	0.6946915490233997	0.6929510732933668	-0.03050667182363187	chr6:26330082-26331692|HIST1H2BC
HIST1H2BD|chr6:26331093-26331969:.|HIST1H2BD	0.0018739999999999998	0.002106	0.003017	chr6	26330865	26331741	HIST1H2BD	False	0.0162401003309867	26157870	chr6:26330082-26331692	0	173433.0	173433.0	0.7738348481918391	0.7311931928060337	0.7212338039064011	-0.042641655385805444	chr6:26330082-26331692|HIST1H2BD
HIST1H2BJ|chr6:27869515-27871228:.|HIST1H2BJ	0.000542	0.000576	0.000513	chr6	27901737	27903450	HIST1H2BJ	False	-0.0526262593660541	27132546	chr6:27901790-27903948	0	770047.5	770047.5	0.4490427383484819	0.4918294333784568	0.44870431251208664	0.0427866950299749	chr6:27901790-27903948|HIST1H2BJ
HIST1H2BK|chr6:26296845-26297679:.|HIST1H2BK	0.00027400000000000005	0.000239	0.000487	chr6	26296617	26297451	HIST1H2BK	False	-0.00822220908889592	27146608	chr6:26295502-26296679,chr6:26296906-26297713	0	-849574.0	849574.0	0.4377296461032682	0.3416650551150648	0.304970025140205	-0.09606459098820341	chr6:26295502-26296679,chr6:26296906-26297713|HIST1H2BK
HIST1H2BK|chr6:26327422-26328649:.|HIST1H2BK	0.000629	0.0005610000000000001	0.00046100000000000004	chr6	26327194	26328421	HIST1H2BK	False	-0.0101175802825092	27146608	chr6:26327395-26329963	0	-818800.5	818800.5	0.427286791723071	0.48689808547669694	0.48336878746857476	0.05961129375362595	chr6:26327395-26329963|HIST1H2BK
HIST1H2BK|chr6:26331093-26331969:.|HIST1H2BK	0.00035099999999999997	0.000349	0.00047400000000000003	chr6	26330865	26331741	HIST1H2BK	False	0.0295675213359374	27146608	chr6:26330082-26331692	0	-815305.0	815305.0	0.4318797137884355	0.40069619029201314	0.3541868110616902	-0.03118352349642234	chr6:26330082-26331692|HIST1H2BK
HIST1H2BK|chr6:26532870-26533641:.|HIST1H2BK	0.000325	0.00035499999999999996	0.000495	chr6	26532642	26533413	HIST1H2BK	False	-0.037601400493613	27146608	chr6:26532655-26533531	0	-613580.5	613580.5	0.44150067685167277	0.40456391413653064	0.33813575710694255	-0.036936762715142124	chr6:26532655-26533531|HIST1H2BK
HIST1H2BK|chr6:26553300-26554757:.|HIST1H2BK	0.000281	0.00046399999999999995	0.000683	chr6	26553072	26554529	HIST1H2BK	False	-0.0646725634528469	27146608	chr6:26552980-26553734,chr6:26553951-26554451	0	-592807.5	592807.5	0.5041094565847999	0.44976793656932895	0.309611293753626	-0.054341520015470934	chr6:26552980-26553734,chr6:26553951-26554451|HIST1H2BK
HIST1H2BK|chr6:26555258-26555758:.|HIST1H2BK	0.000775	0.000537	0.000696	chr6	26555030	26555530	HIST1H2BK	False	-0.0175511045200488	27146608	chr6:26554571-26557002	0	-591328.0	591328.0	0.5083639528137691	0.47829239992264555	0.5343260491200928	-0.030071552891123565	chr6:26554571-26557002|HIST1H2BK
HIST1H2BK|chr6:26556327-26557202:.|HIST1H2BK	0.000775	0.000537	0.000696	chr6	26556099	26556974	HIST1H2BK	False	0.0281966015113355	27146608	chr6:26554571-26557002	0	-590071.5	590071.5	0.5083639528137691	0.47829239992264555	0.5343260491200928	-0.030071552891123565	chr6:26554571-26557002|HIST1H2BK
HIST1H2BK|chr6:26592842-26593342:.|HIST1H2BK	0.0	0.0	0.0	chr6	26592614	26593114	HIST1H2BK	False	-0.0651797332808864	27146608		0	-553744.0	553744.0	0.07488880293947012	0.07653258557339006	0.06488106749178109	0.0016437826339199407	nan|HIST1H2BK
HIST1H2BK|chr6:27125069-27126302:.|HIST1H2BK	0.034992	0.031076999999999997	0.042068	chr6	27157290	27158523	HIST1H2BK	False	0.0198017489378315	27146608	chr6:27157074-27158398	0	11298.5	11298.5	0.9703152194933282	0.9640301682459872	0.9717656159350222	-0.0062850512473410225	chr6:27157074-27158398|HIST1H2BK
HIST1H2BK|chr6:27142386-27143214:.|HIST1H2BK	0.0038060000000000004	0.0036229999999999995	0.004007	chr6	27174607	27175435	HIST1H2BK	False	-0.016059060884001997	27146608	chr6:27174668-27175415	0	28413.0	28413.0	0.8160897311931928	0.8099980661380778	0.8335911815896345	-0.0060916650551150475	chr6:27174668-27175415|HIST1H2BK
HIST1H2BK|chr6:27156062-27157040:.|HIST1H2BK	0.011313	0.009352	0.02159	chr6	27188283	27189261	HIST1H2BK	False	-0.057176430475122	27146608	chr6:27187189-27189289	0	42164.0	42164.0	0.9512666795590795	0.9046606072326436	0.9297041191258945	-0.04660607232643588	chr6:27187189-27189289|HIST1H2BK
HIST1H2BK|chr6:27446342-27447683:.|HIST1H2BK	0.000771	0.001075	0.001186	chr6	27478563	27479904	HIST1H2BK	False	-0.0290614269680132	27146608	chr6:27478092-27479163,chr6:27479187-27480216	0	332625.5	332625.5	0.6113904467221041	0.6130825759040804	0.5323438406497776	0.001692129181976365	chr6:27478092-27479163,chr6:27479187-27480216|HIST1H2BK
